FID;CODIGO;CAPACIDAD_NOMINAL;FASES;COOR_GPS_LON;COOR_GPS_LAT;MUNICIPIO;UBICACION;CIRCUITO;PROPIETARIO_1;EQUIPO_PADRE;FID_EQUIPO_PADRE
31194311;CAUQ0299;112,5;RST;-75,64666848;4,51230062;CALARCÁ;BA LLANITOS PILOTO MZ 17 CS 1;208-23-;EDEQ;S-304;31194231
31194312;CAUQ0037;112,5;RST;-75,64154037;4,52270036;CALARCÁ;BA GUADUALES MZ 1;208-23-;EDEQ;S-1547;31194236
31194313;CAUQ0314;45;RST;-75,64490128;4,515870757;CALARCÁ;BA LA HUERTA MZ D CS 14;208-23-;EDEQ;R-007;31194241
31194315;CAUQ0025;112,5;RST;-75,6420654;4,525513841;CALARCÁ;CR 24 CL 32 EQ;208-23-;EDEQ;R-006;31194242
31194317;CAUQ0297;75;RST;-75,64587214;4,512311701;CALARCÁ;BA LLANITOS PILOTO MZ 14 CS 10;208-23-;EDEQ;S-304;31194231
31194322;CAUN0362;37,5;ST;-75,64223479;4,518196056;CALARCÁ;TERRAZAS DE BUENAVISTA - CALARCA;208-23-;EDEQ;S-1110;31194230
31194323;CAUQ0294;112,5;RST;-75,64916651;4,508577326;CALARCÁ;BA LLANITOS MZ 46 CS 30;208-23-;EDEQ;S-306;31194239
31194325;CAUQ0061;112,5;RST;-75,6474493;4,509176925;CALARCÁ;BA LLANITOS MZ 10 CS 18;208-23-;EDEQ;S-305;31471924
31194327;CAUQ0028;50;RT;-75,64055139;4,524011042;CALARCÁ;BA CAMELIAS 21 06;208-23-;EDEQ;S-279;31418493
31194328;CAUQ0033;75;RST;-75,63924533;4,523031184;CALARCÁ;BA GUADUALES ISLA MZ H CS 11;208-23-;EDEQ;S-279;31418493
31194329;CAUQ0053;75;RST;-75,6442543;4,516307945;CALARCÁ;BA LA HUERTA MZ S CS 15;208-23-;EDEQ;R-007;31194241
31194244;CAUQ0011;112,5;RST;-75,64344044;4,525776937;CALARCÁ;CR 26 26 03 B/AMERICAS;208-23-;EDEQ;S-266;31194232
31194245;CAUQ0054;225;RST;-75,64358214;4,515131356;CALARCÁ;BA LA HUERTA MZ G CS 1;208-23-;EDEQ;R-007;31194241
31194247;CAUQ0300;30;RST;-75,6477434;4,511254068;CALARCÁ;BA LLANITOS PILOTO MZ 22 CS 1;208-23-;EDEQ;S-304;31194231
31194248;CAUQ0057;75;RST;-75,64647467;4,510534663;CALARCÁ;BA LLANITOS MZ 8 CS 30;208-23-;EDEQ;S-305;31471924
31194251;CAUQ0047;45;RST;-75,64396427;4,522349894;CALARCÁ;CR 25 26 38;208-23-;EDEQ;C-0327;31194229
31194255;CAUQ0060;150;RST;-75,64868042;4,508400984;CALARCÁ;BA LLANITOS MZ 42 CS 32;208-23-;EDEQ;S-306;31194239
31194257;CAUQ0325;75;RST;-75,64451717;4,516967489;CALARCÁ;BA LA HUERTA MZ B CS 16;208-23-;EDEQ;R-007;31194241
31194258;CAUQ0038;75;RST;-75,64132044;4,522311189;CALARCÁ;BA GUADUALES MZ E CS 1;208-23-;EDEQ;S-1547;31194236
31194260;CAUQ0302;30;RST;-75,64810792;4,508191022;CALARCÁ;BA LLANITOS MZ 36 CS 11;208-23-;EDEQ;S-305;31471924
31194263;CAUQ0032;37,5;RS;-75,64066374;4,523681295;CALARCÁ;BA CAMELIAS CL 30 21 02;208-23-;EDEQ;S-279;31418493
31204944;FIRQ0125;45;RST;-75,73516345;4,646425426;FILANDIA;VR MESA ALTA FC LA ESPERANZA;304-22-;EDEQ;C-0412;31204846
31204945;FIRQ0110;15;ST;-75,69664381;4,659754189;FILANDIA;VR PAVAS FC LA FLORIDA;304-22-;EDEQ;C-0724;40197980
31204946;FIRP0097;15;RST;-75,68804504;4,660876285;FILANDIA;VR BUENA VISTA FC LA CANCILLERIA;304-22-;PARTICULAR;S-1916;31204855
31204948;FIRQ0095;37,5;RT;-75,68632943;4,663203505;FILANDIA;VR BUENA VISTA FC SAN LUIS;304-22-;EDEQ;S-1916;31204855
31204949;FIRQ0133;30;RST;-75,74601493;4,650417639;QUIMBAYA;VR MESA ALTA FC COSTARICA;304-22-;EDEQ;S-895;40024308
31204955;FIRQ0121;10;SN;-75,72268555;4,651040195;FILANDIA;VR BOLINILLO FC GRAN CHAPARRAL;304-22-;EDEQ;C-0412;31204846
31204958;QURQ0304;15;RT;-75,73028681;4,638599488;FILANDIA;VR LA CIMA FC LA ESPERANZA;304-22-;EDEQ;C-0035;31204848
31204959;FIRQ0122;25;RS;-75,7273916;4,646761309;FILANDIA;VR MESA ALTA FC SANTA RITA;304-22-;EDEQ;C-0412;31204846
31204961;FIRQ0099;25;ST;-75,73662326;4,648234531;FILANDIA;VR MESA ALTA FC PORVENIR;304-22-;EDEQ;S-895;40024308
31207609;ARUP1137;45;RST;-75,67139884;4,536340561;ARMENIA;CR 16 14 50 E/HOTEL DORAL;109-27-;PARTICULAR;S-397;31207604
31207612;ARUN2390;45;RST;-75,6704013;4,536964207;ARMENIA;CRA 16 CLL 13 E/CONTRALORIA;109-27-;PARTICULAR;S-397;31207604
31207619;ARUP2098;45;RST;-75,67467438;4,532125982;ARMENIA;CL 23 14 54;109-27-;PARTICULAR;S-398C;31207602
31207620;ARUN2560;225;RST;-75,67288452;4,53392696;ARMENIA;CRA 15 CLL 19;109-27-;EDEQ;S-398A;31207603
31207622;ARUN2362;300;RST;-75,67555402;4,533311086;ARMENIA;CRA 17 CLL 23 E/TORRE NISSA;109-27-;EDEQ;S-398C;31207602
31207626;ARUQ1177;150;RST;-75,67591943;4,532084108;ARMENIA;CR 16 CL 24 - 10;109-27-;EDEQ;S-398C;31207602
31207628;ARUP1133;37,5;RS;-75,67064356;4,536535262;ARMENIA;CL 14 15 48;109-27-;PARTICULAR;S-397;31207604
31207631;ARUQ0765;112,5;RST;-75,67308316;4,535088137;ARMENIA;CALLE 18  16-32 CAMARA;109-27-;EDEQ;S-398B;31207606
31207635;ARUQ1148;300;RST;-75,67379273;4,533843752;ARMENIA;CL 20 CR 16 ESQ CAMARA;109-27-;EDEQ;S-398C;31207602
31207637;ARUP1173;50;RST;-75,67480734;4,531846892;ARMENIA;CL 23 14 41 ED REAL CENTRO;109-27-;PARTICULAR;S-398C;31207602
31207648;ARUQ0766;300;RST;-75,67293506;4,534807595;ARMENIA;CALLE 18 CRA 16 ESQ CAMARA;109-27-;EDEQ;S-398B;31207606
31207649;ARUP0792;225;RST;-75,67459344;4,533917636;ARMENIA;CL 21 16 40 ED COLSEGUROS;109-27-;PARTICULAR;S-398C;31207602
31205821;SARN0315;1000;RST;-75,63288115;4,571219308;ARMENIA;VR SANJUAN DE CAROLINA FC PLAYITA E.P.A;112-33;PARTICULAR;R-061;31205820
31204869;FIRP0113;10;TN;-75,70383778;4,658688895;FILANDIA;VR PAVAS FC LA ESPERANZA;304-22-;PARTICULAR;C-0724;40197980
31204871;FIRN0413;5;ST;-75,68186016;4,66833228;FILANDIA;VEREDA SANTA TERESA FINCA LA FLORESTA;304-22-;EDEQ;S-1915;31204857
31204872;QURP0319;75;RST;-75,74387511;4,642720883;QUIMBAYA;VR MESA BAJA FC VILLA LUCIA;304-22-;PARTICULAR;C-0412;31204846
31204873;FIRQ0138;5;ST;-75,73600647;4,654666663;FILANDIA;VR MESA ALTA FC EL OASIS;304-22-;EDEQ;S-894;31204860
31204877;FIRQ0129;37,5;ST;-75,73975505;4,647350001;QUIMBAYA;VR MESA ALTA FC LA PALMA;304-22-;EDEQ;S-895;40024308
31204878;FIRN0390;5;RS;-75,68242407;4,659289367;FILANDIA;VR BAMBUCO ALTO FC LA COLONIA;304-22-;EDEQ;S-1939;31204859
31204879;FIRQ0269;5;RT;-75,71950389;4,645974042;FILANDIA;VR LA CIMA FC LA FLORESTA;304-22-;EDEQ;S-892;31204853
31204881;FIRQ0103;10;RT;-75,70444389;4,670391209;FILANDIA;VR PATILVICA FC EL JARDIN;304-22-;EDEQ;S-862;31204854
31204883;FIRP0327;45;RST;-75,68905927;4,676567087;FILANDIA;VR SANTA TERESA FC LA MINA;304-22-;PARTICULAR;S-890;31204851
31204941;FIRQ0152;25;RN;-75,69413996;4,675770763;FILANDIA;VR SANTA TERESA FC LA LINDA;304-22-;EDEQ;S-890;31204851
31204942;FIRP0139;30;RST;-75,74322015;4,653183292;QUIMBAYA;VR MESA ALTA FC DANUBIO;304-22-;PARTICULAR;S-895;40024308
31204884;FIRP0117;25;RS;-75,70966825;4,653577033;FILANDIA;VR PAVAS FC LAS DELICIAS;304-22-;PARTICULAR;S-1326;31204849
31204885;FIRN0396;5;RS;-75,68183245;4,665033376;FILANDIA;VR BUENAVISTA FC LIMAGEQUE;304-22-;EDEQ;S-1939;31204859
31204888;FIRP0156;5;ST;-75,7062672;4,688122322;FILANDIA;VR LA PALMERA FC LA IPANEMA;304-22-;EDEQ;S-890;31204851
31204891;FIRQ0104;15;RT;-75,69984738;4,66089779;FILANDIA;VR EL CONGAL FC SANTA TERESA;304-22-;EDEQ;S-1112;31204858
31204895;FIRQ0101;10;RT;-75,6975938;4,668848517;FILANDIA;VR PATIVILCA FC LA HOLANDA;304-22-;EDEQ;S-862;31204854
31204896;FIRP0144;20;RST;-75,68401119;4,670000912;FILANDIA;VR SANTA TERESA FC LA GRACIELA;304-22-;PARTICULAR;S-1915;31204857
31204898;FIRQ0107;25;RT;-75,70783844;4,665571136;FILANDIA;VR EL CONGAL FC LAS ACACIAS;304-22-;EDEQ;S-1112;31204858
31204899;FIRQ0141;15;ST;-75,68592912;4,665161772;FILANDIA;VR BUENAVISTA FC LA DIVISA;304-22-;EDEQ;S-861;31204850
31204900;FIRQ0127;5;ST;-75,73838618;4,644618928;FILANDIA;VR L AMESA FC GUAYAQUIL;304-22-;EDEQ;C-0412;31204846
31204901;FIRN0393;10;RS;-75,72185917;4,648765799;FILANDIA;FCA LA CABAÑA VDA MESA ALTA;304-22-;EDEQ;C-0412;31204846
31204902;FIRQ0136;15;RST;-75,72996949;4,65143121;FILANDIA;VR MESA ALTA FC TARAPACA;304-22-;EDEQ;S-894;31204860
31204904;FIRQ0105;37,5;RT;-75,70254183;4,663923515;FILANDIA;VR EL CONGAL FC LOS ALAMOS;304-22-;EDEQ;S-1112;31204858
31204905;FIRQ0128;15;ST;-75,73758971;4,646984248;FILANDIA;VR MESA ALTA FC LA INDIA;304-22-;EDEQ;S-895;40024308
31204906;FIRP0130;15;RST;-75,74314395;4,646777845;QUIMBAYA;VR MESA BAJA FC LA BASTILLA;304-22-;EDEQ;S-895;40024308
31204909;FIRQ0154;25;ST;-75,70837285;4,682639776;FILANDIA;VR SANTA TERESA FC EL VERGEL;304-22-;EDEQ;S-890;31204851
31204912;FIRP0314;15;ST;-75,74394857;4,651070068;QUIMBAYA;FC LA ESPERANZA;304-22-;PARTICULAR;S-895;40024308
31204913;FIRQ0119;15;RT;-75,71285321;4,653172796;FILANDIA;FCA EL TURPIAL VDA MESA ALTA;304-22-;EDEQ;S-1326;31204849
31204914;FIRQ0134;30;RST;-75,72834616;4,651278922;FILANDIA;VR MESA ALTA FC ALEMANIA;304-22-;EDEQ;S-894;31204860
31204919;FIRN0401;5;RT;-75,684517;4,665276488;FILANDIA;FCA VISTA VERDE V/BUENA VISTA;304-22-;EDEQ;S-861;31204850
31204920;FIRQ0126;15;RST;-75,73714583;4,644439368;FILANDIA;VR MESA BAJA FC GUAYAQUIL;304-22-;EDEQ;C-0412;31204846
31204923;FIRP0266;30;RST;-75,71087944;4,651595901;FILANDIA;VR PAVAS FC EL EDEN;304-22-;PARTICULAR;S-892;31204853
31204924;FIRN0398;10;RT;-75,69658542;4,662424631;FILANDIA;VDA EL CONGAL FCA ALTO BONITO;304-22-;EDEQ;S-1112;31204858
31204927;FIRN0392;5;ST;-75,72467768;4,651042229;FILANDIA;FCA L ALEMANIA VDA BOLINILLO;304-22-;EDEQ;S-894;31204860
31204931;FIRQ0132;15;RT;-75,73899352;4,651728739;FILANDIA;VR MESA ALTA FC LA FLORIDA;304-22-;EDEQ;S-895;40024308
31204933;FIRP0115;10;TN;-75,70558321;4,658555542;FILANDIA;VR PAVAS FC LA ESPERANZA;304-22-;EDEQ;C-0724;40197980
31204935;FIRN0416;5;RT;-75,70450701;4,667129519;FILANDIA;FCA JAZMIN VDA CONGAL;304-22-;EDEQ;S-1112;31204858
31204938;FIRN0386;5;ST;-75,69746576;4,675271078;FILANDIA;VR SANTA TERESA FC LA PRADERA;304-22-;EDEQ;S-890;31204851
31239859;SARQ0185;15;RN;-75,61352687;4,624420149;SALENTO;VR LOS PINOS FC EUCALIPTOS;307-22-;EDEQ;C-0082;31239820
31239860;SARP0018;25;RT;-75,61400883;4,624874965;SALENTO;NORMANDIA;307-22-;PARTICULAR;C-0082;31239820
31239861;SAUQ0010;75;RST;-75,56970982;4,635232862;SALENTO;CR 9 CL 7 EQ;307-22-;EDEQ;S-1839;31239827
31239862;SAUQ0012;50;TN;-75,5684329;4,635376575;SALENTO;BA PALMA DE CERA 19;307-22-;EDEQ;S-308;31239831
31239863;SARN0314;15;RT;-75,58269751;4,642582065;SALENTO;FC EL RANCHO BOQUIA;307-22-;EDEQ;S-1913;31239849
31239864;SAUQ0027;25;ST;-75,56979731;4,640270126;SALENTO;CR 3 3 43;307-22-;EDEQ;C-0385;31239818
31239865;SARP0291;45;RST;-75,61301787;4,627901363;SALENTO;URB. LA ARBOLEDA;307-22-;PARTICULAR;S-1229;31239851
31239866;SARP0052;15;RST;-75,55584743;4,639755558;SALENTO;FCA LA PLAYA VDA LA CABAÑA;307-22-;EDEQ;R-056;31239858
31239867;SAUP0020;25;RT;-75,56799414;4,640878266;SALENTO;CLL 11 # 3-32 ANT.MOVIL;307-22-;PARTICULAR;C-0385;31239818
31239868;SARP0023;45;RST;-75,60832063;4,636916366;SALENTO;FC SANTA ROSA;307-22-;EDEQ;C-0082;31239820
31239869;SARQ0032;50;RS;-75,58513697;4,642726463;SALENTO;VR BOQUIA CASERIO;307-22-;EDEQ;S-1913;31239849
31239870;SARQ0051;50;TN;-75,559466;4,641237787;SALENTO;LA PLAYA RETEN FCA EL TEJAR;307-22-;EDEQ;R-056;31239858
31239871;SARP0054;25;TN;-75,55350936;4,639826434;SALENTO;HD LA CAMPI?A;307-22-;PARTICULAR;R-056;31239858
31239872;SARQ0020;25;RT;-75,61033478;4,630995654;SALENTO;VR SAN ANTONIO FC LA YOLANDA;307-22-;EDEQ;S-259;31239837
31239873;SARP0300;25;TN;-75,48255585;4,632235939;SALENTO;FCA EL PORTON V COCORA;307-22-;PARTICULAR;S-1531;31239829
31239874;SARP0192;37,5;RN;-75,48718779;4,642875199;SALENTO;VR COCORA FC LA ESPERANZA;307-22-;PARTICULAR;S-556;31239852
31239875;SARN0341;15;ST;-75,55142598;4,611916634;SALENTO;FCA COROZAL;307-22-;PARTICULAR;SR-0025;31239836
31239876;SARN0333;5;ST;-75,54603825;4,615027376;SALENTO;VR NAVARCO ALTO FC PRIMAVERA;307-22-;EDEQ;S-2147;31239845
31239877;SAUQ0013;50;TN;-75,56850977;4,636085474;SALENTO;CL 5 CR 9 EQ;307-22-;EDEQ;S-308;31239831
31239878;SARQ0039;25;TN;-75,58079627;4,648236172;SALENTO;FC LA FLORESTA;307-22-;EDEQ;S-2394;39786617
31239880;SARP0040;30;RST;-75,582857;4,642146675;SALENTO;FC LA MARGARITA;307-22-;PARTICULAR;S-1913;31239849
31239881;SARP0063;30;RST;-75,51696512;4,634129946;SALENTO;FC PINO HERMOSO;307-22-;PARTICULAR;S-551;31239847
31239883;SARN0329;25;RN;-75,563733;4,636522701;SALENTO;FCA PAVAS VDA TOCHE CAMINO NACIONAL;307-22-;PARTICULAR;S-2128;31239835
31239884;SAUQ0001;25;RN;-75,57195845;4,640372385;SALENTO;CL 6 CR 1 EQ;307-22-;EDEQ;C-0385;31239818
31239885;SARQ0215;50;RT;-75,58606878;4,642621767;SALENTO;VR BOQUIA;307-22-;EDEQ;S-1913;31239849
31239886;SARN0337;15;ST;-75,5595084;4,616767667;SALENTO;VR NAVARCO ALTO FC LA ESPERANZA;307-22-;PARTICULAR;SR-0025;31239836
31239887;SARQ0050;25;TN;-75,56357454;4,64658654;SALENTO;FC EL CORTIJO;307-22-;EDEQ;S-559;31239844
31239888;SAUQ0003;75;RST;-75,5723892;4,63947654;SALENTO;CL 7 CR 2 EQ;307-22-;EDEQ;C-0385;31239818
31239889;SAUQ0029;45;RST;-75,57171674;4,632858734;SALENTO;BA FRAILEJONES MZ I CS 5;307-22-;EDEQ;S-308;31239831
31239890;SAUP0030;112,5;RST;-75,57335425;4,633034895;SALENTO;URB. ARTESANOS;307-22-;EDEQ;S-308;31239831
31239891;SAUQ0026;75;RST;-75,57069642;4,633502008;SALENTO;BA FRAILEJONES MZ C CS 1;307-22-;EDEQ;S-308;31239831
31239893;SARQ0067;37,5;SN;-75,48219942;4,642100055;SALENTO;FC EL PUESTO VR COCORA;307-22-;EDEQ;S-556;31239852
31239895;SARP0038;5;ST;-75,57355885;4,677413552;SALENTO;VR BOQUIA FC CRIOLINDA;307-22-;EDEQ;S-180;31239842
31239896;SAUQ0005;30;RST;-75,57276572;4,637386395;SALENTO;CL 9 CRA 3 EQ;307-22-;EDEQ;S-1841;31239825
31239897;SARN0336;10;ST;-75,55026542;4,611170147;SALENTO;VR NAVARCO ALTO FC COROZAL;307-22-;PARTICULAR;SR-0025;31239836
31239898;SARP0026;15;RST;-75,60099903;4,647951677;SALENTO;FC LA TESALIA;307-22-;PARTICULAR;S-1566;31239855
31239899;SAUQ0021;45;RST;-75,56880039;4,640919771;SALENTO;CR 3 CL 2 EQ;307-22-;EDEQ;C-0385;31239818
31239901;SARQ0293;5;RT;-75,61253662;4,626660958;SALENTO;VR SAN ANTONIO FC LA CANTORA;307-22-;EDEQ;C-0082;31239820
31239902;SAUN0032;45;RST;-75,57095571;4,640366623;SALENTO;CRA 2 4-52;307-22-;EDEQ;S-1978;31239838
31239903;SARQ0058;15;TN;-75,54484771;4,639044658;SALENTO;FC EL CAIRO;307-22-;EDEQ;S-555;31239833
31239904;SARP0068;45;RST;-75,48494184;4,637660585;SALENTO;PESQUERA COCORA;307-22-;PARTICULAR;S-556;31239852
31239905;SAUQ0015;112,5;RST;-75,56904276;4,638371018;SALENTO;CL 4 CR 5 ESQ;307-22-;EDEQ;C-0142;31239819
31239906;SARP0069;10;TN;-75,48839006;4,625781255;SALENTO;VDA COCORA FCA EL PINO;307-22-;PARTICULAR;S-548;31239853
31239907;SARP0282;25;TN;-75,57550589;4,6520488;SALENTO;VR BOQUIA FC SANTARITA;307-22-;PARTICULAR;S-1563;31239856
31239909;SARP0071;15;TN;-75,47720833;4,631763704;SALENTO;FC EL PORTON;307-22-;PARTICULAR;S-548;31239853
31239910;SARP0043;45;RST;-75,58256344;4,640794566;SALENTO;VR BOQUIA FC LA ESTANCIA;307-22-;PARTICULAR;S-184;31239832
31239911;SAUQ0018;50;RT;-75,56977537;4,639574905;SALENTO;CLL 4 CRA 4 ESQ;307-22-;EDEQ;C-0142;31239819
31239912;SAUQ0006;30;RST;-75,57278798;4,636240171;SALENTO;BA NUEVA FLORESTA MZ B CS 1;307-22-;EDEQ;S-1841;31239825
31239913;SAUQ0008;112,5;RST;-75,57031982;4,637744571;SALENTO;CL 6 CR 5 Y 6;307-22-;EDEQ;C-0142;31239819
31239914;SARN0339;75;RST;-75,48751692;4,637926746;SALENTO;JUAN B SALENTO;307-22-;PARTICULAR;S-553;31239824
31239916;SARP0057;10;SN;-75,55140701;4,63962752;SALENTO;VDA COCORA FCA MILAN;307-22-;PARTICULAR;R-056;31239858
31239917;SARP0025;15;RST;-75,6033979;4,642518182;SALENTO;PLAYAS VERDES;307-22-;PARTICULAR;S-1564;31239848
31239919;SAUQ0028;75;RST;-75,57025076;4,632509369;SALENTO;BRR FRAILEJONES MZ E 5;307-22-;EDEQ;S-308;31239831
31239920;SARP0046;15;TN;-75,57260852;4,647764872;SALENTO;FC LA PALETA;307-22-;PARTICULAR;S-1563;31239856
31239921;SARP0074;10;SN;-75,5606702;4,63129464;SALENTO;FC PILANES;307-22-;PARTICULAR;SR-0025;31239836
31239922;SARP0061;10;SN;-75,52484217;4,637654787;SALENTO;FC LA PALMERA;307-22-;PARTICULAR;S-555;31239833
31239924;SARP0075;10;ST;-75,55533317;4,627494506;SALENTO;FC BARCINALES;307-22-;PARTICULAR;SR-0025;31239836
31239925;SARQ0216;25;RN;-75,5523474;4,63971363;SALENTO;DETRAS DE BOHIOS;307-22-;EDEQ;R-056;31239858
31239926;SARN0316;5;TN;-75,57510024;4,642820805;SALENTO;FCA LA BALASTRERA VDA PALESTINA;307-22-;PARTICULAR;S-1563;31239856
31239927;SARN0332;5;ST;-75,54774718;4,60834336;SALENTO;VR NAVARCO ALTO FC BUENAVISTA;307-22-;EDEQ;S-2147;31239845
31239928;SARP0021;30;RST;-75,60308786;4,626531894;SALENTO;VR SAN ANTONIO FC BORINQUE;307-22-;EDEQ;S-259;31239837
31239929;SARP0072;5;RN;-75,5651505;4,638475666;SALENTO;VR  LA PLAYA FC CARDONALES;307-22-;EDEQ;S-2027;31239830
31239930;SARQ0053;20;RN;-75,55443378;4,639794084;SALENTO;VR COCORA FC LA PLAYA;307-22-;EDEQ;R-056;31239858
31239931;SARP0064;10;RN;-75,50861045;4,635606563;SALENTO;VR COCORA FC BRITANIA;307-22-;EDEQ;C-0902;46678941
31239932;SAUQ0007;112,5;RST;-75,57059763;4,638019077;SALENTO;CR 5 CL 6 EQ;307-22-;EDEQ;C-0142;31239819
31239933;SARP0062;10;TN;-75,51867294;4,638363432;SALENTO;FCA EL ESCOBAL;307-22-;PARTICULAR;S-555;31239833
31239934;SAUP0022;10;TN;-75,56705223;4,640232599;SALENTO;PLANTA DE TRAT.ESAQUIN;307-22-;PARTICULAR;C-0142;31239819
31239935;SARQ0027;15;RST;-75,58981967;4,650644628;SALENTO;FC LA JULIA;307-22-;EDEQ;S-185;31239828
31239936;SARP0036;10;TN;-75,57585257;4,666527101;SALENTO;FC EL TRIUNFO;307-22-;PARTICULAR;SR-0016;31239850
31239937;SARN0351;10;ST;-75,58804344;4,64914383;SALENTO;VDA BOQUIA FCA EL RETIRO;307-22-;EDEQ;S-181;31239823
31239938;SARP0217;15;RS;-75,61209064;4,627540543;SALENTO;FC LA HOJARASCA;307-22-;PARTICULAR;C-0082;31239820
31239939;SARP0031;25;ST;-75,58594808;4,642178549;SALENTO;VR BOQUIA;307-22-;PARTICULAR;S-1913;31239849
31239940;SAUQ0004;45;RST;-75,5742682;4,635820261;SALENTO;BA FLORESTA FTE CEMENTERIO;307-22-;EDEQ;S-1841;31239825
31239941;SAUP0025;30;RST;-75,57437108;4,632335561;SALENTO;FC EL ESTABLO;307-22-;PARTICULAR;S-308;31239831
31239942;SARQ0035;37,5;TN;-75,58650236;4,64807293;SALENTO;B/EXPLANACION/BOQUIA;307-22-;EDEQ;S-181;31239823
31239943;SAUP0024;30;RST;-75,57229162;4,633662713;SALENTO;VR ARTESANOS;307-22-;PARTICULAR;S-308;31239831
31239944;SAUQ0009;75;RST;-75,57054227;4,636511993;SALENTO;CL 7 6 58;307-22-;EDEQ;S-1839;31239827
31239945;SARQ0152;5;TN;-75,57111807;4,618619474;SALENTO;VR NAVARCO FC VILLA PARAISO;307-22-;EDEQ;SR-0025;31239836
31239946;SARP0153;37,5;TN;-75,57482423;4,619563002;SALENTO;FC LLANITOS;307-22-;PARTICULAR;SR-0025;31239836
31239947;SARQ0073;15;SN;-75,56144779;4,637150581;SALENTO;FC MONTIEL;307-22-;EDEQ;S-554;31239843
31239948;SARQ0029;25;RS;-75,58897704;4,643051003;SALENTO;VR BOQUIA COND BOSQUES DE BOQUIA;307-22-;EDEQ;S-1913;31239849
31239950;SAUQ0002;37,5;RS;-75,57151473;4,639738637;SALENTO;CL 7 2 48;307-22-;EDEQ;C-0385;31239818
31239951;SAUQ0031;37,5;RT;-75,57377403;4,63518731;SALENTO;CRA 5 12 10 CABA?AS EL RECREO;307-22-;EDEQ;S-1841;31239825
31239952;SARN0334;15;ST;-75,54501351;4,611032241;SALENTO;VR NAVARCO ALTO FC LA RAMADA;307-22-;PARTICULAR;S-2147;31239845
31239953;SARP0189;25;TN;-75,57964239;4,617390968;SALENTO;FC LLANITOS;307-22-;PARTICULAR;SR-0025;31239836
31239954;SARP0056;50;RN;-75,55231912;4,640294834;SALENTO;MIS BOHIOS;307-22-;PARTICULAR;R-056;31239858
31239956;SARQ0030;15;SN;-75,58830248;4,644643336;SALENTO;VR BOQUIA FC PLACER;307-22-;EDEQ;S-1777;31239841
31239957;SARN0338;5;ST;-75,5412206;4,602738984;SALENTO;FCA LAS ALEGRIAS VDA CAMINOS NACIONALES;307-22-;PARTICULAR;S-2148;31239839
31239958;SAUN0033;25;ST;-75,57043345;4,640655688;SALENTO;CRA 2 CLL 4;307-22-;EDEQ;S-1978;31239838
31239959;SARP0060;10;TN;-75,53276437;4,639109545;SALENTO;FC PORTUGAL;307-22-;PARTICULAR;S-555;31239833
31239960;SARQ0070;15;TN;-75,4835168;4,634375981;SALENTO;VR COCORA FC SAN JOSE;307-22-;EDEQ;S-556;31239852
31239961;SARP0022;25;RS;-75,60915088;4,634510708;SALENTO;FC VISTA HERMOSA;307-22-;EDEQ;C-0082;31239820
31239962;SAUQ0019;50;RT;-75,57059831;4,639815323;SALENTO;CR 3 CL 5 EQ;307-22-;EDEQ;C-0385;31239818
31239963;SARN0318;15;RST;-75,50510402;4,635244388;SALENTO;VR COCORA FC BRITANIA;307-22-;EDEQ;C-0902;46678941
31239964;SAUP0023;15;RS;-75,57393532;4,64027446;SALENTO;VR PALESTINA;307-22-;PARTICULAR;S-1913;31239849
31239965;SAUP0011;15;ST;-75,56947946;4,632984126;SALENTO;FC LA FLORESTA;307-22-;PARTICULAR;SR-0025;31239836
31239966;SARP0055;5;RN;-75,55234972;4,640307557;SALENTO;FC R. ARABIA VR LA PLAYA;307-22-;EDEQ;R-056;31239858
31239967;SAUQ0016;112,5;RST;-75,56824129;4,639472177;SALENTO;CR 5 CL 2 47;307-22-;EDEQ;C-0142;31239819
31239968;SARP0042;37,5;RT;-75,58414462;4,638645491;SALENTO;FC LA PESEBRERA VR BOQUIA;307-22-;PARTICULAR;S-184;31239832
31239969;SARP0028;25;RS;-75,58935687;4,641510477;SALENTO;BOSQUES DE BOQUIA;307-22-;PARTICULAR;S-1938;31239854
31254904;CARP0071;45;RST;-75,66301618;4,502207544;CALARCÁ;VDA LA BELLA MOTEL EL PLACER;208-25-;PARTICULAR;S-1247;31254885
31254906;CAUQ0211;37,5;RS;-75,65010411;4,522432578;CALARCÁ;BA OSCAR TOBON MZ F CS 3;208-25-;EDEQ;C-0230;39554486
31254907;CAUQ0221;150;RST;-75,65518238;4,518585086;CALARCÁ;BA VERACRUZ MZ 38 CS 3;208-25-;EDEQ;S-287;39656198
31254908;CAUQ0320;112,5;RST;-75,65471461;4,511794863;CALARCÁ;BA PLAZUELA DE LA VILLA MZ A CS 7A;208-25-;EDEQ;S-269;31254888
31254909;CAUQ0192;25;RS;-75,65066843;4,519471177;CALARCÁ;AV COLON 15 137;208-25-;EDEQ;R-053;31254903
31254910;CARP0077;15;TN;-75,66035273;4,503484267;CALARCÁ;FC LA LOCHA;208-25-;PARTICULAR;S-1247;31254885
31254911;CAUQ0251;45;RST;-75,65131558;4,517910285;CALARCÁ;PARQUEADERO MEDINA;208-25-;EDEQ;S-1252;31254900
31254912;CAUN0793;75;RST;-75,64490947;4,535920368;CALARCÁ;CONJUNTO RESIDENCIAL LA GRECIA;208-25-;EDEQ;S-2061;31254893
