FID;CODIGO;FASES;COOR_GPS_LON;COOR_GPS_LAT;CAPACIDAD_NOMINAL;MUNICIPIO;CIRCUITO;UBICACION;PROPIETARIO_1;TIPO
39292961;C-0645;RST;-75,6197663;4,625392794;0;SALENTO;307-23-;VR SAN ANTONIO URB URAPANES;EDEQ;C
39291630;C-0058;RST;-75,72945256;4,307055929;600;PIJAO;206-23-;FCA BUENOS AIRES VDA EL VERDAL;EDEQ;C
39311842;C-0648;RSTN;-75,74754632;4,570621407;600;MONTENEGRO;303-26-;CL 10 CRA 2  BRR GAITAN;EDEQ;C
39308735;C-0658;RST;-75,74745112;4,514477693;600;ARMENIA;111-24-;VDA ZULAYBAR FC TROCADEROS;EDEQ;C
39323680;C-0650;RST;-75,83855556;4,472009036;600;MONTENEGRO;101-26-;ANILLO CTO PADILLA VR SAN JOSE FC LA ESTANCIA;EDEQ;C
39323724;C-0660;RST;-75,6472498;4,559792629;600;ARMENIA;112-23-;CRA 6 AV CENTENARIO;EDEQ;C
39322883;C-0092;RST;-75,68766399;4,520670671;600;ARMENIA;110-22-;CRA 18 47-02;EDEQ;C
39329431;C-0679;RST;-75,69716509;4,515037362;600;ARMENIA;111-32;ESTADIO CENTENARIO;EDEQ;C
39947832;C-0135;RST;-75,68969944;4,510506751;600;ARMENIA;110-24-;CALLE 51 6 38 FTE A COCA COLA;EDEQ;C
39372777;C-0657;RST;-75,65014883;4,556786364;600;ARMENIA;112-33;AV CENTFTE LOS ANGELES_B12-B08;EDEQ;C
39339934;C-0682;RST;-75,71993003;4,505514557;600;ARMENIA;101-23-;FCA EL CARMELO VDA SANTANA;PARTICULAR;C
39339935;C-0681;RST;-75,71987213;4,505470402;600;ARMENIA;101-23-;FCA EL CARMELO VDA SANTANA;PARTICULAR;C
39339936;C-0680;RST;-75,71987255;4,505554546;600;ARMENIA;101-23-;FCA EL CARMELO VDA SANTANA;PARTICULAR;C
39350193;C-0663;RST;-75,67059432;4,566935387;600;CIRCASIA;113-34;VR HOJAS ANCHAS FC SANTA TERESA;EDEQ;C
39351466;C-0653;RST;-75,65270838;4,561072124;200;ARMENIA;112-23-;CRA 14 ENTRE CLLE 24N Y 25N;EDEQ;C
39350932;C-0647;RST;-75,71245341;4,529988659;200;ARMENIA;114-24-;URB LA GRECIA MNZ 9 03 - ARMENIA ;EDEQ;C
39350784;C-0649;RST;-75,65449742;4,559945963;200;ARMENIA;112-23-;AV BOLIVAR FTE AL ED BRAZIL;EDEQ;C
39364873;C-0651;RST;-75,73916779;4,491304905;600;ARMENIA;101-23-;VR MURILLO FC LA ESNEDA;EDEQ;C
39372347;C-0654;RST;-75,65157923;4,518219294;600;CALARCÁ;208-25-;CALLE 15 AV COLON L PISTA;EDEQ;C
39372414;C-0096;RST;-75,68775383;4,520329115;600;ARMENIA;110-24-;CR 18 48 13 AFLORAMIENTO CTO ARENALES;EDEQ;C
39390546;C-0664;RST;-75,72366448;4,570180301;600;MONTENEGRO;303-25-;VDA LA JULIA;EDEQ;C
39399733;C-0666;RST;-75,76634666;4,459920353;200;LA TEBAIDA;101-22-;VR EDEN FC ANDALUCIA;EDEQ;C
39399756;C-0667;RST;-75,76634921;4,459982439;200;LA TEBAIDA;101-23-;VR EDEN FC ANDALUCIA;EDEQ;C
39399777;C-0665;RST;-75,76627011;4,45993141;200;ARMENIA;101-23-;VR EDEN FC ANDALUCIA;EDEQ;C
39412280;C-0668;RST;-75,66921238;4,687550675;200;FILANDIA;307-24-;VR LA JULIA FC JORDAN;EDEQ;C
39427540;C-0669;RST;-75,85975647;4,496308146;200;MONTENEGRO;111-24-;VR MONTA?A FC AGUA LINDA;EDEQ;C
39411713;C-0177;RST;-75,70700689;4,540656516;200;ARMENIA;114-24-;SUBESTACION LA PATRIA;EDEQ;C
39411288;C-0646;RST;-75,73283754;4,547327821;200;MONTENEGRO;114-25-;VR SANTA RITA FC  LA SECRETA;EDEQ;C
39417900;C-0353;RST;-75,70964883;4,516441899;600;ARMENIA;111-23-;URB LA VIRGINIA MZ 12 CS 01;EDEQ;C
39420901;C-0140;RST;-75,76893387;4,453296946;200;LA TEBAIDA;101-22-;AEROPUERTO EL EDEN;EDEQ;C
40188733;C-0088;RST;-75,70124377;4,478784781;600;CALARCÁ;110-32;VR ESPANOLA FC HOTEL EL TESORO;EDEQ;C
39474359;C-0652;RST;-75,64766272;4,558870927;200;ARMENIA;208-28-;AV CENTENARIO CRA 6 CON CLLE 26N;EDEQ;C
39480137;C-0635;RST;-75,70135553;4,512743496;200;ARMENIA;111-25-;GLORIETA MALIBU HACIA EL HOSPITAL DEL SUR ;EDEQ;C
39484061;C-0674;RST;-75,71217016;4,505756294;200;ARMENIA;101-23-;MUEBLES DEL QUINDIO ;EDEQ;C
39485435;C-0662;RST;-75,82054683;4,447813423;200;LA TEBAIDA;101-25-;VR LA POPA FC LA POPA;EDEQ;C
39485437;C-0672;RST;-75,71220263;4,505812477;200;ARMENIA;111-25-;MUEBLES DEL QUINDIO ;EDEQ;C
39485458;C-0656;RST;-75,82055297;4,447824112;200;LA TEBAIDA;101-25-;VR LA POPA FC LA POPA;EDEQ;C
39485475;C-0655;RST;-75,82061762;4,447805641;200;LA TEBAIDA;101-25-;VR LA POPA FC LA POPA;EDEQ;C
39476381;C-0675;RSTN;-75,77811891;4,466996669;200;LA TEBAIDA;101-26-;VR PADILLA FC IRLANDA;EDEQ;C
39484035;C-0673;RST;-75,71214684;4,505838619;200;ARMENIA;111-25-;MUEBLES DEL QUINDIO ;EDEQ;C
39530356;C-0676;RST;-75,78660784;4,460168581;600;LA TEBAIDA;101-32;"KMT 2 VIA AL VALLE 

";EDEQ;C
39537429;C-0330;RST;-75,65220104;4,515629346;630;CALARCÁ;208-25-;FRENTE A LA CARCEL PEÑAS BLANCAS;EDEQ;C
39538149;C-0671;RST;-75,60071349;4,675802518;630;FILANDIA;307-24-;RESTAURANTE LOS ROBLES;EDEQ;C
39554486;C-0230;RST;-75,64813472;4,522076105;600;CALARCÁ;208-25-;AVDA COLON CALLE 21;EDEQ;C
39554045;C-0199;RST;-75,69226345;4,542013255;200;ARMENIA;114-23-;URB MONTEBLANCO MZ F CS 03;EDEQ;C
39554034;C-0427;RST;-75,75986842;4,47393885;600;ARMENIA;101-23-;CND LAS VEGAS CASA 02 - MARMATO - ARMENIA;EDEQ;C
39554073;C-0163;RST;-75,67555497;4,542126407;600;ARMENIA;109-20-;CRA 23E CALLE 13 BRR GRANADA;EDEQ;C
39552941;C-0428;RST;-75,6955305;4,495936208;630;ARMENIA;110-24-;VR SAN PEDRO FC SAN MARTIN;EDEQ;C
39553092;C-0436;RST;-75,69548337;4,495964485;630;ARMENIA;205-22-;VR SAN PEDRO FC SAN MARTIN;EDEQ;C
39566144;C-0684;RST;-75,66322383;4,536321791;600;ARMENIA;208-28-;PROV AVENIDA CENTENARIO  7-35 MALL CENTENARIO;EDEQ;C
39598085;C-0059;RST;-75,76266618;4,419825823;630;ARMENIA;206-25-;VDA PRIMAVERA HDA PORTUGAL;EDEQ;C
39598105;C-0022;RST;-75,75741367;4,38307334;630;CALARCÁ;206-24-;VR LA CABAÑA FC LA CABAÑA;EDEQ;C
39553109;C-0693;RST;-75,6955549;4,496000579;630;ARMENIA;205-22-;VR SAN PEDRO FC SAN MARTIN;EDEQ;C
39555207;C-0661;RST;-75,66844592;4,540554581;600;ARMENIA;109-26-;CR  18  7 23;EDEQ;C
39554751;C-0670;RSTN;-75,59816575;4,657119988;600;SALENTO;307-24-;URB SAN JULIAN VDA EL ROBLE;EDEQ;C
39580181;C-0256;RST;-75,77314417;4,546093754;630;MONTENEGRO;316-22;VD CANTORES FC JUNCALES;EDEQ;C
39590363;C-0709;RST;-75,63820805;4,53074909;600;CALARCÁ;208-24-;CRA  21  CL  41;EDEQ;C
39590574;C-0233;RST;-75,80734611;4,541992652;600;MONTENEGRO;316-22;VR CANTORES FC CAMPO ALEGRE;EDEQ;C
39593426;C-0435;RST;-75,74766751;4,484481836;600;LA TEBAIDA;101-23-;VDA MURILLO CH LA ELVIRA;EDEQ;C
39593448;C-0708;RST;-75,74715613;4,484924257;600;LA TEBAIDA;101-23-;VR MURILLO FTE DE STA MARIA;EDEQ;C
39598312;C-0183;RST;-75,7125889;4,518026845;630;ARMENIA;111-23-;URB PTO ESPEJO MZ 2 CS 10;EDEQ;C
46915727;C-0880;RST;-75,69665499;4,524628283;630;ARMENIA;110-26-;;EDEQ;C
46915731;C-0879;RST;-75,69663978;4,524691968;630;ARMENIA;110-26-;;EDEQ;C
46915723;C-0878;RST;-75,69659891;4,524628283;630;ARMENIA;110-26-;;EDEQ;C
39579803;C-0031;RST;-75,66626408;4,52982233;630;ARMENIA;109-29-;BRR LA FLORIDA CASA 4-31A;EDEQ;C
39645788;C-0685;RST;-75,7038087;4,338304929;600;PIJAO;206-22-;"CR 6 4 59 IGLESIA PENTECOSTAL

";EDEQ;C
39650087;C-0345;RST;-75,7787941;4,462569291;600;LA TEBAIDA;101-24-;VR EDEN FC EL PORTAL;EDEQ;C
39658027;C-0694;RST;-75,68340566;4,532275148;600;ARMENIA;109-28-;DIAGONAL ANTIGUA TRILLADORA COLON;EDEQ;C
39661320;C-0686;RST;-75,70401274;4,337857856;600;PIJAO;206-23-;CR 6 NO 10-02;EDEQ;C
39650219;C-0703;RST;-75,63407417;4,530514332;630;CALARCÁ;208-24-;CRA 16 42 55;EDEQ;C
39688768;C-0710;RST;-75,77914261;4,461615899;630;LA TEBAIDA;101-24-;VR EDEN FC EL PORTAL;EDEQ;C
39764926;C-0714;RST;-75,69094136;4,507409213;600;ARMENIA;110-24-;SECTOR ARENALES;EDEQ;C
39765965;C-0715;RST;-75,69097803;4,50741953;0;ARMENIA;110-24-;SECTOR ARENALES;EDEQ;C
39765979;C-0716;RST;-75,69098656;4,507371456;0;ARMENIA;110-24-;SECTOR ARENALES;EDEQ;C
39767111;C-0698;RST;-75,65412897;4,517348219;600;CALARCÁ;208-25-;FRENTE A INST SEGUNDO HENAO;EDEQ;C
39767199;C-0695;RST;-75,65410696;4,517332279;0;CALARCÁ;208-25-;FRENTE A INST SEGUNDO HENAO;EDEQ;C
39767231;C-0696;RST;-75,65416128;4,517304977;600;CALARCÁ;208-25-;FRENTE A INST SEGUNDO HENAO;EDEQ;C
39830821;C-0677;RST;-75,65839982;4,530348175;600;CALARCÁ;208-22-;VDA LA FLORESTA FCA PINAR DEL RIO;EDEQ;C
46926889;C-0968;RST;-75,69511654;4,536031738;630;ARMENIA;114-22-;;EDEQ;C
46926893;C-0966;RST;-75,69506903;4,536017278;630;ARMENIA;109-23-;;EDEQ;C
46926899;C-0967;RST;-75,69508969;4,53609216;630;ARMENIA;114-22-;;EDEQ;C
39851835;C-0455;RST;-75,64491296;4,575722896;630;ARMENIA;112-24-;BOMBA ORO NEGRO CRA 14 CALLE 47N;EDEQ;C
39851984;C-0454;RST;-75,64495019;4,576571853;630;ARMENIA;112-24-;COL CARLO MAGNO CRA 14 CALLE 48N;EDEQ;C
39890547;C-0457;TSR;-75,65323964;4,537303124;600;CALARCÁ;208-22-;COND TESORO CAMPESTRE LOT 22;EDEQ;C
39890576;C-0458;RSTN;-75,6528208;4,537172936;0;CALARCÁ;208-22-;NUEVO;EDEQ;C
39889409;C-0456;RST;-75,65594025;4,532435506;600;CALARCÁ;208-22-;FCA LA ZULIA VDA LA FLORESTA;EDEQ;C
39893712;C-0465;RST;-75,66428665;4,535510373;630;ARMENIA;208-28-;AV CENTENARIO FTE CJTO IBERICA;EDEQ;C
39893720;C-0464;RST;-75,66435916;4,535527524;630;ARMENIA;208-28-;AV CENTENARIO FTE CJTO IBERICA;EDEQ;C
39893724;C-0466;RST;-75,66435149;4,535524238;630;ARMENIA;109-29-;AV CENTENARIO FTE CJTO IBERICA;EDEQ;C
39894005;C-0469;RST;-75,64776077;4,559053985;630;ARMENIA;208-28-;AV CENTENARIO GLORIETA BATALLON;EDEQ;C
39893999;C-0468;RST;-75,64785627;4,559070337;630;ARMENIA;112-23-;AV CENTENARIO GLORIETA BATALLON;EDEQ;C
39894003;C-0467;RST;-75,64779979;4,559106315;630;ARMENIA;208-28-;AV CENTENARIO GLORIETA BATALLON;EDEQ;C
39943918;C-0459;RST;-75,7606629;4,562244299;600;MONTENEGRO;303-23-;VR BARAYA FC FC DELICIAS;EDEQ;C
39948207;C-0169;RST;-75,74474385;4,566393063;600;MONTENEGRO;303-23-;BA CALDAS;EDEQ;C
39948210;C-0170;RST;-75,74472849;4,566418351;600;MONTENEGRO;303-24-;BA CALDAS;EDEQ;C
39965578;C-0690;RST;-75,70168803;4,513785305;600;ARMENIA;111-25-;URB VL DEL CENTENARIO MZ A CS 09;EDEQ;C
39965576;C-0691;RST;-75,70170394;4,513795117;600;ARMENIA;111-25-;URB VL DEL CENTENARIO MZ A CS 09;EDEQ;C
39965590;C-0692;RST;-75,70170758;4,513791111;600;ARMENIA;111-25-;URB VL DEL CENTENARIO MZ A CS 09;EDEQ;C
39966789;C-0678;RST;-75,64472768;4,532470209;630;CALARCÁ;208-28-;CR 31B 40 07 GLORIETA;EDEQ;C
39966988;C-0683;RST;-75,66206949;4,53628859;630;ARMENIA;208-28-;CRA 6 # 7-35 AV CENTENARIO;EDEQ;C
39969985;C-0453;RST;-75,6805738;4,534341136;600;ARMENIA;109-28-;ESTACION DEL FERROCARRIL;EDEQ;C
39979290;C-0713;RST;-75,62812324;4,608472127;600;SALENTO;112-35;RAMAL LAS AGUILAS;EDEQ;C
39979360;C-0711;RST;-75,62811086;4,608549262;600;SALENTO;112-35;RAMAL LAS AGUILAS;EDEQ;C
40213207;C-0221;RST;-75,78481132;4,454203899;630;LA TEBAIDA;101-32;LA TEBAIDA CRA 7 CLL 9;EDEQ;C
39979137;C-0712;RST;-75,62812911;4,60848181;600;SALENTO;112-35;RAMAL LAS AGUILAS;EDEQ;C
40005367;C-0718;RST;-75,64529657;4,616582084;600;CIRCASIA;307-23-;FTE COL HENRY MARIN GRANADA;EDEQ;C
40025033;C-0719;RST;-75,5670824;4,640307502;600;SALENTO;307-22-;PLANTA DE TRAT.ESAQUIN;EDEQ;C
40025045;C-0720;RST;-75,56698804;4,640300187;600;SALENTO;307-22-;PLANTA DE TRAT.ESAQUIN;EDEQ;C
40025056;C-0721;RST;-75,56706557;4,640335297;600;SALENTO;307-22-;PLANTA DE TRAT.ESAQUIN;EDEQ;C
40190760;C-0730;RST;-75,65274764;4,535862158;600;CALARCÁ;112-32;CON TESORO CAMPESTRE;EDEQ;C
40190778;C-0732;RST;-75,65275788;4,535869426;400;CALARCÁ;208-26-;CON TESORO CAMPESTRE;EDEQ;C
40191002;C-0729;RST;-75,65382308;4,536354181;600;CALARCÁ;112-32;CON TESORO CAMPESTRE;EDEQ;C
46227233;C-0830;RST;-75,65760537;4,561511204;630;ARMENIA;112-24-;CRA 19 FRENTE AL COND NAVARRA;EDEQ;C
46227243;C-0831;RST;-75,65762474;4,561456415;630;ARMENIA;112-22-;CRA 19 FRENTE AL COND NAVARRA;EDEQ;C
43329956;C-0806;RST;-75,68479186;4,54496186;630;ARMENIA;113-24-;BA CENTENARIO ANTG BASURERO;EDEQ;C
43329970;C-0807;RST;-75,68485138;4,545015221;630;ARMENIA;113-24-;BA CENTENARIO ANTG BASURERO;EDEQ;C
43329985;C-0805;RST;-75,68486124;4,545005655;630;ARMENIA;114-23-;BA CENTENARIO ANTG BASURERO;EDEQ;C
40191055;C-0731;RST;-75,65383088;4,536367179;400;CALARCÁ;208-26-;CON TESORO CAMPESTRE;EDEQ;C
40197969;C-0723;RSTN;-75,70659878;4,655609796;600;FILANDIA;304-22-;VRD PAVAS CS LOTE PINOS;EDEQ;C
40197972;C-0722;RSTN;-75,70660223;4,655589772;0;FILANDIA;304-22-;VRD PAVAS CS LOTE PINOS;EDEQ;C
40197980;C-0724;RSTN;-75,70653042;4,65561601;600;FILANDIA;304-22-;VRD PAVAS CS LOTE PINOS;EDEQ;C
46227209;C-0829;RST;-75,65754523;4,561503855;630;ARMENIA;112-24-;CRA 19 FRENTE AL COND NAVARRA;EDEQ;C
43230128;C-0794;RST;-75,64619355;4,574080626;600;ARMENIA;112-24-;AV BOLIVAR 46N 49;EDEQ;C
40251519;C-0744;RST;-75,69616242;4,505152861;630;ARMENIA;110-24-;;EDEQ;C
40252533;C-0760;RST;-75,67597007;4,63295114;600;FILANDIA;307-24-;;EDEQ;C
40252629;C-0761;RST;-75,67595913;4,632899258;0;FILANDIA;307-24-;;EDEQ;C
40252693;C-0759;RST;-75,67596066;4,632951916;0;FILANDIA;304-23-;;EDEQ;C
40252626;C-0762;RST;-75,66016264;4,52729213;600;CALARCÁ;208-22-;NUEVO;EDEQ;C
40248296;C-0735;RST;-75,81613014;4,546654056;600;MONTENEGRO;316-22;VR CALLE LARGA FC RIVADAVIA;EDEQ;C
40248298;C-0733;RST;-75,81621161;4,546666882;600;MONTENEGRO;303-23-;VR CALLE LARGA FC RIVADAVIA;EDEQ;C
40251527;C-0745;RST;-75,69608819;4,505109737;630;ARMENIA;110-24-;;EDEQ;C
40251536;C-0743;RST;-75,69615984;4,505086953;630;ARMENIA;110-22-;;EDEQ;C
40252690;C-0764;RST;-75,66022114;4,527258816;600;CALARCÁ;208-22-;NUEVO;EDEQ;C
40252613;C-0763;RST;-75,66022094;4,527265408;600;CALARCÁ;208-22-;NUEVO;EDEQ;C
40248291;C-0734;RST;-75,81619599;4,546668077;600;MONTENEGRO;303-23-;VR CALLE LARGA FC RIVADAVIA;EDEQ;C
40246005;C-0737;RST;-75,65025199;4,593236723;600;CIRCASIA;112-24-;VR CONGAL FC LA CHUSPA;EDEQ;C
40246008;C-0738;RST;-75,6501839;4,593224828;600;CIRCASIA;112-24-;VR CONGAL FC LA CHUSPA;EDEQ;C
40246009;C-0736;RST;-75,65025355;4,593216951;600;CIRCASIA;303-25-;VR CONGAL FC LA CHUSPA;EDEQ;C
40252970;C-0757;RST;-75,67595998;4,632823936;600;FILANDIA;307-23-;;EDEQ;C
40252972;C-0756;RST;-75,6759203;4,632858276;600;FILANDIA;307-24-;;EDEQ;C
40252976;C-0758;RST;-75,67594494;4,632821533;0;FILANDIA;307-23-;;EDEQ;C
43168871;C-0728;RST;-75,78655261;4,459776431;600;LA TEBAIDA;101-32;KMT 2 VIA AL VALLE;EDEQ;C
43143454;C-0017;RSTN;-75,73556229;4,396735978;630;BUENAVISTA;206-22-;SUBESTACION PARAGUAICITO;EDEQ;C
43201480;C-0784;RST;-75,67126194;4,555321533;600;CIRCASIA;113-23-;SALIDA YULIMA SUBESTACION ARMENIA;EDEQ;C
43228416;C-0699;STR;-75,64004729;4,571836998;600;ARMENIA;112-23-;AV CENTENARIO CRA 6 46N;EDEQ;C
43252098;C-0795;RST;-75,61897569;4,688112229;600;FILANDIA;307-24-;GRANJA BENGALA;EDEQ;C
40246316;C-0753;RST;-75,68465006;4,389524363;600;CÓRDOBA;206-22-;CR 11 # 15-06;EDEQ;C
40246320;C-0752;RST;-75,684698;4,38947418;0;CÓRDOBA;206-22-;CR 11 # 15-06;EDEQ;C
40246327;C-0754;RST;-75,68467517;4,38952238;600;CÓRDOBA;206-22-;CR 11 # 15-06;EDEQ;C
40280961;C-0134;RST;-75,68891168;4,511213109;600;ARMENIA;110-24-;CL 53 KM 1 VIA JARDINES;EDEQ;C
40280973;C-0195;RST;-75,68894692;4,519183266;600;ARMENIA;110-24-;CRA 18 CLL 50;EDEQ;C
40281035;C-0341;RST;-75,76029316;4,473676507;630;ARMENIA;101-23-;VDA MURILLO FCA EL CABRERO;EDEQ;C
43137636;C-0725;RST;-75,702976;4,687251151;630;FILANDIA;304-22-;VR PALMERA FC LA ESPERANZA;EDEQ;C
43137655;C-0726;RST;-75,70296953;4,687311484;630;FILANDIA;304-22-;VR PALMERA FC LA ESPERANZA;EDEQ;C
43137678;C-0727;RSTN;-75,70290661;4,687308795;630;FILANDIA;307-24-;VR PALMERA FC LA ESPERANZA;EDEQ;C
43143346;C-0746;RST;-75,69123456;4,506290359;600;ARMENIA;110-24-;ENTRADA BARRIO GENESIS;EDEQ;C
43143352;C-0748;RST;-75,69130552;4,506297762;600;ARMENIA;110-24-;ENTRADA BARRIO GENESIS;EDEQ;C
43187881;C-0740;RST;-75,75200123;4,455233812;600;ARMENIA;205-25-;VR EL CAIMO FC TESORITO;EDEQ;C
43187950;C-0739;RST;-75,75193916;4,455165999;600;ARMENIA;205-22-;V EL EDEN FCA LA ESMERALDA;EDEQ;C
43201383;C-0152;RST;-75,68026848;4,530801584;600;ARMENIA;109-28-;CRA 19  CALLE 30 ESQUINA;EDEQ;C
43198068;C-0643;RST;-75,79019668;4,458076307;600;LA TEBAIDA;101-32;COENPLAS;EDEQ;C
43214632;C-0772;RST;-75,85907757;4,494596882;600;MONTENEGRO;101-26-;VR LA MONTANA PTO DE SALUD;EDEQ;C
43214674;C-0773;RST;-75,85914066;4,494652588;600;MONTENEGRO;101-26-;VR LA MONTANA PTO DE SALUD;EDEQ;C
43214713;C-0774;RST;-75,85915005;4,494588157;600;MONTENEGRO;111-24-;VR LA MONTANA PTO DE SALUD;EDEQ;C
43143333;C-0747;RST;-75,69129811;4,506303316;600;ARMENIA;110-24-;ENTRADA BARRIO GENESIS;EDEQ;C
43188131;C-0741;RST;-75,75201185;4,455160097;600;ARMENIA;205-25-;V EL EDEN FCA LA ESMERALDA;EDEQ;C
43253383;C-0808;RST;-75,67017595;4,551678849;0;ARMENIA;113-23-;;EDEQ;C
43257295;C-0787;RST;-75,6457746;4,519048753;630;CALARCÁ;208-23-;;EDEQ;C
43257311;C-0786;RST;-75,64582732;4,519112293;630;CALARCÁ;208-25-;;EDEQ;C
43257326;C-0785;RST;-75,64582732;4,519048753;630;CALARCÁ;208-25-;;EDEQ;C
43260277;C-0801;RST;-75,70595523;4,525638189;600;ARMENIA;111-22-;PLAZOLETA BARRIO ZULDEMAYDA;EDEQ;C
43260309;C-0792;RST;-75,67496121;4,544087138;630;ARMENIA;109-25-;;EDEQ;C
43260315;C-0800;RST;-75,70595954;4,525635496;600;ARMENIA;111-22-;PLAZOLETA BARRIO ZULDEMAYDA;EDEQ;C
43260318;C-0799;RST;-75,70590242;4,5256306;600;ARMENIA;110-26-;PLAZOLETA BARRIO ZULDEMAYDA;EDEQ;C
43260319;C-0791;RST;-75,67488078;4,544082568;630;ARMENIA;109-25-;;EDEQ;C
43260330;C-0793;RST;-75,67492739;4,544035041;630;ARMENIA;109-20-;;EDEQ;C
43279698;C-0802;RST;-75,69886153;4,520642848;630;ARMENIA;110-25-;CLL 10 23E-07;EDEQ;C
43279718;C-0804;RST;-75,6989025;4,520700118;630;ARMENIA;110-25-;CLL 10 23E-07;EDEQ;C
43279736;C-0803;RST;-75,69891264;4,520639324;630;ARMENIA;111-23-;CLL 10 23E-07;EDEQ;C
46195736;C-0810;RST;-75,69371942;4,51033389;630;ARMENIA;110-22-;;EDEQ;C
46195776;C-0811;RSTN;-75,69376754;4,510401434;630;ARMENIA;110-22-;;EDEQ;C
46195790;C-0812;RSTN;-75,69377824;4,510336685;630;ARMENIA;110-22-;;EDEQ;C
46260412;C-0887;RST;-75,71603408;4,462615438;630;ARMENIA;206-31;;EDEQ;C
46285521;C-0901;RST;-75,64471869;4,533124113;630;CALARCÁ;208-26-;CL  41 31 04;EDEQ;C
46347852;C-0833;RST;-75,69359306;4,51852302;630;ARMENIA;110-25-;;EDEQ;C
46347855;C-0835;RST;-75,69364501;4,518524504;630;ARMENIA;110-25-;;EDEQ;C
46347856;C-0834;RST;-75,69363759;4,518590555;630;ARMENIA;110-25-;;EDEQ;C
46677927;C-0911;RSTN;-75,70700601;4,509361051;630;ARMENIA;111-25-;;EDEQ;C
46677938;C-0913;RSTN;-75,70705408;4,509341215;630;ARMENIA;111-25-;;EDEQ;C
46677946;C-0912;RSTN;-75,70707392;4,509411408;630;ARMENIA;111-25-;;EDEQ;C
43282677;C-0232;RST;-75,68588258;4,628260959;630;FILANDIA;303-26-;VR CAUCHERA FC EL NARANJO;EDEQ;C
43288487;C-0809;RST;-75,79082217;4,206958552;630;GÉNOVA;206-24-;PLAZA DE GENOVA CR 12 25 62;EDEQ;C
43299890;C-0825;RST;-75,76033434;4,616040525;600;QUIMBAYA;304-25-;VR TRCADEROS FC LA ESMERALDA;EDEQ;C
46196484;C-0822;RST;-75,68114536;4,540174628;630;ARMENIA;109-20-;;EDEQ;C
46196497;C-0823;RST;-75,68118377;4,54025068;630;ARMENIA;109-20-;;EDEQ;C
46196498;C-0824;RST;-75,68120069;4,540185274;630;ARMENIA;109-20-;;EDEQ;C
46225179;C-0796;RST;-75,69844999;4,529220127;630;ARMENIA;109-28-;CALLE 30A # 40-44;EDEQ;C
46225197;C-0798;RST;-75,69851729;4,529220127;630;ARMENIA;109-28-;CALLE 30A # 40-44;EDEQ;C
46225204;C-0797;RST;-75,69851406;4,529211068;630;ARMENIA;111-23-;CALLE 30A # 40-44;EDEQ;C
46254833;C-0828;RST;-75,65986709;4,551439837;630;ARMENIA;112-23-;;EDEQ;C
46254860;C-0827;RST;-75,65994355;4,551483136;630;ARMENIA;112-23-;;EDEQ;C
46254759;C-0826;RST;-75,65991407;4,551417727;630;ARMENIA;113-23-;;EDEQ;C
46347250;C-0838;RST;-75,70428705;4,407555001;630;CÓRDOBA;206-22-;;EDEQ;C
46347278;C-0836;RST;-75,70426191;4,407598771;630;CÓRDOBA;206-22-;;EDEQ;C
46347290;C-0837;RST;-75,70434665;4,40758387;630;CÓRDOBA;206-22-;;EDEQ;C
46399444;C-0854;RST;-75,7888701;4,554526621;630;MONTENEGRO;303-23-;VDA EL CASTILLO FCA EL GUADUAL;EDEQ;C
46399464;C-0855;RST;-75,78889026;4,554587768;630;MONTENEGRO;303-23-;VDA EL CASTILLO FCA EL GUADUAL;EDEQ;C
46399472;C-0856;RST;-75,78892282;4,554510735;630;MONTENEGRO;303-23-;VDA EL CASTILLO FCA EL GUADUAL;EDEQ;C
46742786;C-0225;RST;-75,77010285;4,468640454;630;LA TEBAIDA;101-23-;INDUSTRIAS PRINTEX;EDEQ;C
43320736;C-0790;RST;-75,6855055;4,540875866;630;ARMENIA;114-22-;;EDEQ;C
43320745;C-0788;RST;-75,68545699;4,540858225;630;ARMENIA;109-20-;;EDEQ;C
43320749;C-0789;RST;-75,68547757;4,54093246;630;ARMENIA;109-20-;;PARTICULAR;C
46212578;C-0765;RST;-75,67174969;4,556349353;630;CIRCASIA;113-34;AFLORAMIENTO SUBESTACION ARMENIA;EDEQ;C
46732520;C-0914;RST;-75,82663951;4,609757452;600;QUIMBAYA;304-27-;VDA KERMAN PANACA ET 2;EDEQ;C
46732527;C-0915;RST;-75,82671066;4,609776916;600;QUIMBAYA;304-27-;VDA KERMAN PANACA ET 2;EDEQ;C
46732532;C-0916;RST;-75,82671133;4,609756781;600;QUIMBAYA;303-26-;VDA KERMAN PANACA ET 2;EDEQ;C
46736967;C-0866;RST;-75,60132605;4,645426717;630;SALENTO;307-22-;VDA EL AGRADO FCA EL REMANSO;EDEQ;C
46736977;C-0867;RST;-75,6013206;4,645433977;630;SALENTO;307-22-;VDA EL AGRADO FCA EL REMANSO;EDEQ;C
46736981;C-0868;RST;-75,60127087;4,645371176;630;SALENTO;307-22-;VDA EL AGRADO FCA EL REMANSO;EDEQ;C
46678940;C-0904;RSTN;-75,51547376;4,636242516;630;SALENTO;307-22-;;EDEQ;C
46678941;C-0902;RSTN;-75,51541684;4,636242516;630;SALENTO;307-22-;;EDEQ;C
46678942;C-0903;RSTN;-75,51545914;4,636307899;630;SALENTO;307-22-;;EDEQ;C
46679829;C-0945;STR;-75,65120151;4,560059089;630;ARMENIA;112-23-;;EDEQ;C
